"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","Starting Salary","Current Salary","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"958",40,"No","Non-Travel",458,"Research & Development",16,2,"Life Sciences",1,1340,3,"Male",74,3,1,"Research Scientist",3,"Divorced",14176,34128,9,"Y","No",16,3,2,80,1,6,0,3,4,2,0,0
"145",32,"No","Travel_Frequently",689,"Sales",9,2,"Medical",1,195,4,"Male",35,1,2,"Sales Executive",4,"Divorced",18672,91248,0,"Y","No",17,3,4,80,3,9,2,4,8,7,0,7
"840",42,"No","Travel_Rarely",647,"Sales",4,4,"Marketing",1,1171,2,"Male",45,3,2,"Sales Executive",1,"Single",20620,9012,7,"Y","No",13,3,4,80,0,9,3,4,6,4,1,5
"1206",32,"Yes","Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1,1692,4,"Male",95,3,1,"Laboratory Technician",2,"Single",5572,99408,1,"Y","No",12,3,1,80,0,1,2,3,1,0,0,0
"535",53,"No","Travel_Rarely",970,"Research & Development",7,3,"Life Sciences",1,730,3,"Male",59,4,4,"Research Director",3,"Married",59256,54056,3,"Y","No",19,3,3,80,0,32,3,3,5,1,1,3
"593",47,"No","Travel_Rarely",202,"Research & Development",2,2,"Other",1,820,3,"Female",33,3,4,"Manager",4,"Married",67008,51928,1,"Y","Yes",11,3,3,80,1,26,3,2,26,14,3,0
"1220",29,"No","Travel_Rarely",1082,"Research & Development",9,4,"Medical",1,1709,4,"Female",43,3,1,"Laboratory Technician",3,"Married",11896,101648,9,"Y","No",17,3,3,80,1,9,2,3,5,3,1,2
"1207",26,"No","Non-Travel",786,"Research & Development",7,3,"Medical",1,1693,4,"Male",76,3,1,"Laboratory Technician",4,"Single",10280,47700,1,"Y","No",20,4,3,80,0,7,5,3,7,7,5,7
"410",42,"No","Travel_Frequently",532,"Research & Development",29,2,"Life Sciences",1,547,1,"Female",92,3,2,"Research Scientist",3,"Divorced",18224,51728,2,"Y","No",11,3,2,80,1,19,3,3,5,4,0,2
"483",31,"Yes","Travel_Rarely",1365,"Sales",13,4,"Medical",1,650,2,"Male",46,3,2,"Sales Executive",1,"Divorced",16932,46048,2,"Y","No",17,3,3,80,0,9,2,1,3,1,1,2
"1445",56,"Yes","Travel_Rarely",310,"Research & Development",7,2,"Technical Degree",1,2032,4,"Male",72,3,1,"Laboratory Technician",3,"Married",9356,14664,8,"Y","No",11,3,4,80,1,14,4,1,10,9,9,8
"939",58,"No","Travel_Rarely",848,"Research & Development",23,4,"Life Sciences",1,1308,1,"Male",88,3,1,"Research Scientist",3,"Divorced",9488,104304,1,"Y","No",12,3,4,80,2,2,3,3,2,2,2,2
"978",34,"No","Non-Travel",999,"Research & Development",26,1,"Technical Degree",1,1374,1,"Female",92,2,1,"Research Scientist",3,"Divorced",8116,63564,1,"Y","No",20,4,3,80,3,5,2,3,5,4,0,0
"1321",42,"No","Non-Travel",355,"Research & Development",10,4,"Technical Degree",1,1854,3,"Male",38,3,1,"Research Scientist",3,"Married",11744,24644,3,"Y","No",22,4,2,80,2,10,1,2,6,3,3,3
"1314",29,"Yes","Travel_Rarely",350,"Human Resources",13,3,"Human Resources",1,1844,1,"Male",56,2,1,"Human Resources",1,"Divorced",9340,12628,4,"Y","Yes",15,3,4,80,3,4,3,3,2,2,2,0
"342",38,"No","Travel_Rarely",343,"Research & Development",15,2,"Life Sciences",1,461,3,"Male",92,2,3,"Research Director",4,"Divorced",46040,62728,0,"Y","Yes",14,3,2,80,1,12,3,3,11,10,2,9
"391",43,"No","Travel_Rarely",982,"Research & Development",12,3,"Life Sciences",1,520,1,"Male",59,2,4,"Research Director",2,"Divorced",57344,17380,1,"Y","No",11,3,3,80,1,25,3,3,25,10,3,9
"845",30,"No","Travel_Rarely",852,"Sales",10,3,"Marketing",1,1179,3,"Male",72,2,2,"Sales Executive",3,"Married",26312,10824,1,"Y","No",18,3,1,80,1,10,3,3,10,3,1,4
"1403",31,"No","Travel_Rarely",1276,"Research & Development",2,1,"Medical",1,1974,4,"Female",59,1,1,"Laboratory Technician",4,"Divorced",4516,70144,1,"Y","Yes",11,3,3,80,3,1,4,3,1,0,0,0
"904",29,"No","Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1,1260,3,"Male",82,3,2,"Healthcare Representative",4,"Divorced",26492,16816,1,"Y","Yes",11,3,2,80,2,6,2,3,6,0,1,0
"1175",25,"No","Travel_Frequently",772,"Research & Development",2,1,"Life Sciences",1,1653,4,"Male",77,4,2,"Manufacturing Director",3,"Divorced",20824,19892,1,"Y","No",17,3,3,80,2,7,6,3,7,7,0,7
"331",43,"No","Travel_Frequently",559,"Research & Development",10,4,"Life Sciences",1,448,3,"Female",82,2,2,"Laboratory Technician",3,"Divorced",21028,24908,1,"Y","No",11,3,2,80,1,9,3,4,9,7,0,0
"1124",35,"No","Travel_Rarely",670,"Research & Development",10,4,"Medical",1,1587,1,"Female",51,3,2,"Healthcare Representative",3,"Single",24568,16892,3,"Y","Yes",16,3,3,80,0,10,4,3,5,2,0,4
"1279",36,"No","Travel_Rarely",1383,"Research & Development",10,3,"Life Sciences",1,1790,4,"Male",90,3,3,"Healthcare Representative",1,"Married",33284,103796,7,"Y","Yes",13,3,4,80,1,15,1,3,12,8,5,7
"1216",35,"No","Travel_Frequently",146,"Research & Development",2,4,"Medical",1,1704,1,"Male",79,2,1,"Research Scientist",4,"Single",19720,55880,0,"Y","Yes",14,3,3,80,0,6,2,4,5,4,1,4
"275",21,"No","Travel_Rarely",996,"Research & Development",3,2,"Medical",1,379,4,"Male",100,2,1,"Research Scientist",3,"Single",12920,42124,1,"Y","No",17,3,1,80,0,3,4,4,3,2,1,0
"1015",31,"No","Travel_Rarely",182,"Research & Development",8,5,"Life Sciences",1,1430,1,"Female",93,3,4,"Research Director",2,"Single",65688,35388,3,"Y","No",11,3,3,80,0,9,3,4,3,2,1,0
"1424",22,"No","Travel_Rarely",581,"Research & Development",1,2,"Life Sciences",1,2007,4,"Male",63,3,1,"Research Scientist",3,"Single",13500,70496,0,"Y","No",12,3,4,80,0,4,2,4,3,2,1,2
"675",58,"No","Travel_Rarely",1272,"Research & Development",5,3,"Technical Degree",1,940,3,"Female",37,2,3,"Healthcare Representative",2,"Divorced",42208,37020,2,"Y","Yes",13,3,4,80,1,24,3,3,6,0,0,4
"123",56,"Yes","Travel_Rarely",441,"Research & Development",14,4,"Life Sciences",1,161,2,"Female",72,3,1,"Research Scientist",2,"Married",19852,18040,9,"Y","Yes",18,3,1,80,3,7,2,3,5,4,4,3
"206",29,"Yes","Travel_Rarely",121,"Sales",27,3,"Marketing",1,283,2,"Female",35,3,3,"Sales Executive",4,"Married",30556,98100,1,"Y","No",22,4,4,80,3,10,3,2,10,4,1,9
"530",38,"No","Travel_Rarely",827,"Research & Development",1,4,"Life Sciences",1,724,2,"Female",33,4,2,"Healthcare Representative",4,"Single",30500,77532,0,"Y","No",13,3,3,80,0,10,4,2,9,7,1,8
"1030",40,"No","Non-Travel",663,"Research & Development",9,4,"Other",1,1449,3,"Male",81,3,2,"Laboratory Technician",3,"Divorced",15900,92396,3,"Y","No",11,3,3,80,2,11,2,4,8,7,0,7
"358",21,"Yes","Travel_Frequently",756,"Sales",1,1,"Technical Degree",1,478,1,"Female",99,2,1,"Sales Representative",2,"Single",8696,36600,1,"Y","Yes",11,3,3,80,0,3,3,3,3,2,1,2
"1373",39,"No","Travel_Rarely",867,"Research & Development",9,2,"Medical",1,1936,1,"Male",87,3,2,"Manufacturing Director",1,"Married",20604,49260,1,"Y","No",25,4,4,80,1,10,3,3,10,0,7,9
"907",34,"No","Travel_Rarely",1320,"Research & Development",20,3,"Technical Degree",1,1265,3,"Female",89,4,1,"Research Scientist",3,"Married",10340,86572,0,"Y","No",17,3,4,80,0,2,5,2,1,0,0,0
"1232",46,"No","Travel_Rarely",717,"Research & Development",13,4,"Life Sciences",1,1727,3,"Male",34,3,2,"Healthcare Representative",2,"Single",22248,38788,6,"Y","No",14,3,4,80,0,19,3,3,10,7,0,9
"715",50,"No","Travel_Rarely",1126,"Research & Development",1,2,"Medical",1,997,4,"Male",66,3,4,"Research Director",4,"Divorced",69596,26460,9,"Y","No",22,4,3,80,1,32,1,2,5,4,1,3
"33",30,"No","Travel_Rarely",125,"Research & Development",9,2,"Medical",1,41,4,"Male",83,2,1,"Laboratory Technician",3,"Single",8824,64468,1,"Y","No",13,3,1,80,0,10,5,3,10,0,1,8
"1368",27,"No","Travel_Rarely",1354,"Research & Development",2,4,"Technical Degree",1,1931,2,"Male",41,3,1,"Research Scientist",2,"Married",8904,24292,1,"Y","No",11,3,3,80,1,6,3,2,5,3,1,2
"782",26,"No","Travel_Rarely",192,"Research & Development",1,2,"Medical",1,1083,1,"Male",59,2,1,"Laboratory Technician",1,"Married",15820,44564,1,"Y","No",16,3,1,80,2,6,2,3,5,3,1,3
"364",33,"Yes","Travel_Rarely",350,"Sales",5,3,"Marketing",1,485,4,"Female",34,3,1,"Sales Representative",3,"Single",11404,36600,1,"Y","Yes",13,3,2,80,0,1,2,3,1,0,0,0
"218",29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",1,300,3,"Male",85,3,1,"Research Scientist",3,"Single",8232,79028,0,"Y","No",14,3,4,80,0,7,1,2,6,2,1,5
"1156",39,"No","Travel_Rarely",170,"Research & Development",3,2,"Medical",1,1627,3,"Male",76,2,2,"Laboratory Technician",3,"Divorced",12276,41208,0,"Y","No",15,3,4,80,1,11,3,3,10,8,0,7
"427",30,"No","Non-Travel",1116,"Research & Development",2,3,"Medical",1,571,3,"Female",49,3,1,"Laboratory Technician",4,"Single",10256,28724,0,"Y","No",14,3,3,80,0,12,2,2,11,7,6,7
"316",43,"No","Travel_Frequently",185,"Research & Development",10,4,"Life Sciences",1,430,3,"Female",33,3,1,"Laboratory Technician",4,"Single",9820,42700,0,"Y","No",19,3,1,80,0,9,5,3,8,7,1,7
"226",59,"No","Travel_Rarely",142,"Research & Development",3,3,"Life Sciences",1,309,3,"Male",70,2,1,"Research Scientist",4,"Married",8708,33824,3,"Y","No",17,3,1,80,1,7,6,3,1,0,0,0
"1260",30,"No","Travel_Rarely",305,"Research & Development",16,3,"Life Sciences",1,1763,3,"Male",58,4,2,"Healthcare Representative",3,"Married",21176,36512,3,"Y","No",16,3,3,80,1,10,3,3,7,0,1,7
"677",35,"No","Travel_Rarely",1137,"Research & Development",21,1,"Life Sciences",1,942,4,"Female",51,3,2,"Healthcare Representative",4,"Married",16056,76680,1,"Y","Yes",25,4,4,80,1,10,2,1,10,6,0,7
"811",46,"No","Travel_Rarely",406,"Sales",3,1,"Marketing",1,1124,1,"Male",52,3,4,"Manager",3,"Married",69860,62384,3,"Y","No",12,3,4,80,1,23,3,3,12,9,4,9
"107",50,"No","Travel_Frequently",1115,"Research & Development",1,3,"Life Sciences",1,141,1,"Female",73,3,5,"Research Director",2,"Married",72688,39020,3,"Y","Yes",19,3,1,80,0,28,1,2,8,3,0,7
"315",39,"No","Travel_Rarely",117,"Research & Development",10,1,"Medical",1,429,3,"Male",99,3,4,"Manager",1,"Married",68272,21420,1,"Y","Yes",14,3,4,80,0,21,3,3,21,9,11,10
"1070",28,"No","Travel_Rarely",1423,"Research & Development",1,3,"Life Sciences",1,1506,1,"Male",72,2,1,"Research Scientist",3,"Divorced",6252,50120,1,"Y","No",14,3,4,80,1,1,2,1,1,0,0,0
"1117",55,"No","Travel_Rarely",685,"Sales",26,5,"Marketing",1,1578,3,"Male",60,2,5,"Manager",4,"Married",78344,92148,1,"Y","No",21,4,3,80,1,36,3,3,36,6,2,13
"1014",30,"No","Travel_Rarely",855,"Sales",7,4,"Marketing",1,1428,4,"Female",73,3,2,"Sales Executive",1,"Divorced",19116,51044,7,"Y","No",14,3,2,80,2,8,3,3,3,2,0,2
"505",45,"Yes","Travel_Frequently",306,"Sales",26,4,"Life Sciences",1,684,1,"Female",100,3,2,"Sales Executive",1,"Married",17144,22520,2,"Y","No",14,3,4,80,2,5,4,3,1,1,0,0
"371",21,"Yes","Travel_Rarely",156,"Sales",12,3,"Life Sciences",1,494,3,"Female",90,4,1,"Sales Representative",2,"Single",10864,101688,1,"Y","No",15,3,4,80,0,1,0,3,1,0,0,0
"641",24,"No","Non-Travel",1269,"Research & Development",4,1,"Life Sciences",1,888,1,"Male",46,2,1,"Laboratory Technician",4,"Married",12648,43112,0,"Y","No",17,3,4,80,0,6,2,2,5,2,3,4
"2",49,"No","Travel_Frequently",279,"Research & Development",8,1,"Life Sciences",1,2,3,"Male",61,2,2,"Research Scientist",2,"Married",20520,99628,1,"Y","No",23,4,4,80,1,10,3,3,10,7,1,7
"1293",39,"No","Travel_Frequently",766,"Sales",20,3,"Life Sciences",1,1812,3,"Male",83,3,2,"Sales Executive",4,"Divorced",16508,76752,2,"Y","No",18,3,4,80,1,7,6,3,2,1,2,2
"1415",47,"No","Travel_Rarely",1180,"Research & Development",25,3,"Medical",1,1993,1,"Male",84,3,3,"Healthcare Representative",3,"Single",34532,52336,2,"Y","No",23,4,2,80,0,25,3,3,17,14,12,11
"1270",43,"No","Travel_Rarely",244,"Human Resources",2,3,"Life Sciences",1,1778,2,"Male",97,3,1,"Human Resources",4,"Single",14156,20132,0,"Y","No",13,3,2,80,0,10,5,3,9,7,1,8
"1254",33,"No","Non-Travel",1283,"Sales",2,3,"Marketing",1,1756,4,"Female",62,3,2,"Sales Executive",2,"Single",20588,42788,8,"Y","No",15,3,4,80,0,13,2,2,11,7,1,7
"1271",34,"No","Travel_Rarely",511,"Sales",3,2,"Life Sciences",1,1779,4,"Female",32,1,2,"Sales Executive",4,"Single",24116,101412,5,"Y","No",12,3,1,80,0,6,3,3,2,2,2,2
"763",26,"Yes","Travel_Frequently",342,"Research & Development",2,3,"Life Sciences",1,1053,1,"Male",57,3,1,"Research Scientist",1,"Married",8168,61384,6,"Y","Yes",14,3,2,80,1,6,2,3,3,2,1,2
"167",41,"No","Travel_Rarely",465,"Research & Development",14,3,"Life Sciences",1,227,1,"Male",56,3,1,"Research Scientist",3,"Divorced",9804,18436,4,"Y","No",12,3,1,80,1,13,2,3,9,8,1,8
"448",35,"No","Travel_Rarely",619,"Sales",1,3,"Marketing",1,600,2,"Male",85,3,2,"Sales Executive",3,"Married",18868,74636,9,"Y","No",11,3,3,80,0,15,2,3,11,9,6,9
"109",25,"No","Travel_Rarely",1280,"Research & Development",7,1,"Medical",1,143,4,"Male",64,2,1,"Research Scientist",4,"Married",11556,107588,1,"Y","No",11,3,3,80,2,2,2,3,2,2,2,1
"594",36,"No","Travel_Rarely",676,"Research & Development",1,3,"Other",1,823,3,"Female",35,3,2,"Manufacturing Director",2,"Married",20912,93444,0,"Y","No",15,3,1,80,1,10,2,3,9,7,0,5
"825",42,"No","Travel_Rarely",188,"Research & Development",29,3,"Medical",1,1148,2,"Male",56,1,2,"Laboratory Technician",4,"Single",17088,38232,4,"Y","No",19,3,1,80,0,16,3,3,1,0,0,0
"15",28,"Yes","Travel_Rarely",103,"Research & Development",24,3,"Life Sciences",1,19,3,"Male",50,2,1,"Laboratory Technician",3,"Single",8112,51788,5,"Y","Yes",14,3,2,80,0,6,4,3,4,2,0,3
"374",27,"No","Travel_Rarely",1469,"Research & Development",1,2,"Medical",1,497,4,"Male",82,3,1,"Laboratory Technician",2,"Divorced",15264,71524,1,"Y","No",11,3,2,80,1,5,2,3,5,2,0,4
"730",35,"No","Travel_Rarely",583,"Research & Development",25,4,"Medical",1,1014,3,"Female",57,3,3,"Healthcare Representative",3,"Divorced",41552,27900,1,"Y","Yes",11,3,3,80,1,16,3,2,16,10,10,1
"1013",31,"Yes","Travel_Frequently",667,"Sales",1,4,"Life Sciences",1,1427,2,"Female",50,1,1,"Sales Representative",3,"Single",5436,64616,1,"Y","No",12,3,2,80,0,1,3,3,1,0,0,0
"557",53,"No","Travel_Rarely",346,"Research & Development",6,3,"Life Sciences",1,769,4,"Male",86,3,2,"Laboratory Technician",4,"Single",9800,43676,2,"Y","No",17,3,4,80,0,19,4,3,2,2,2,2
"269",45,"No","Travel_Rarely",1385,"Research & Development",20,2,"Medical",1,372,3,"Male",79,3,4,"Healthcare Representative",4,"Married",53984,30004,0,"Y","Yes",14,3,2,80,0,21,2,3,20,7,4,10
"1032",46,"Yes","Travel_Rarely",377,"Sales",9,3,"Marketing",1,1457,1,"Male",52,3,3,"Sales Executive",4,"Divorced",40384,63944,4,"Y","No",11,3,1,80,1,28,1,4,7,7,4,3
"273",28,"No","Travel_Rarely",1158,"Research & Development",9,3,"Medical",1,377,4,"Male",94,3,1,"Research Scientist",4,"Married",8280,10452,1,"Y","No",23,4,4,80,1,5,3,2,5,2,0,4
"1162",38,"No","Travel_Rarely",397,"Research & Development",2,2,"Medical",1,1638,4,"Female",54,2,3,"Manufacturing Director",3,"Married",31024,56796,3,"Y","Yes",19,3,4,80,1,10,6,4,5,4,0,2
"984",34,"No","Travel_Rarely",404,"Research & Development",2,4,"Technical Degree",1,1383,3,"Female",98,3,2,"Healthcare Representative",4,"Single",26748,24652,1,"Y","No",11,3,4,80,0,14,2,4,14,11,4,11
"1047",44,"No","Travel_Rarely",1467,"Research & Development",20,3,"Life Sciences",1,1475,4,"Male",49,3,1,"Research Scientist",2,"Single",13680,84632,1,"Y","No",13,3,3,80,0,6,3,2,5,2,1,3
"993",39,"No","Non-Travel",1485,"Research & Development",25,2,"Life Sciences",1,1397,3,"Male",71,3,3,"Healthcare Representative",3,"Married",43680,13796,3,"Y","No",21,4,2,80,1,13,2,3,6,4,0,5
"463",34,"No","Travel_Rarely",258,"Sales",21,4,"Life Sciences",1,621,4,"Male",74,4,2,"Sales Executive",4,"Single",21348,79684,1,"Y","No",12,3,4,80,0,10,3,3,10,7,5,7
"305",39,"No","Travel_Rarely",1132,"Research & Development",1,3,"Medical",1,417,3,"Male",48,4,3,"Healthcare Representative",4,"Divorced",38452,43768,0,"Y","No",17,3,1,80,3,19,5,2,18,10,3,7
"919",51,"No","Travel_Frequently",237,"Sales",9,3,"Life Sciences",1,1282,4,"Male",83,3,5,"Manager",2,"Divorced",79388,76784,4,"Y","Yes",24,4,1,80,1,31,5,2,29,10,11,10
"1049",34,"No","Travel_Rarely",1326,"Sales",3,3,"Other",1,1478,4,"Male",81,1,2,"Sales Executive",1,"Single",19036,63564,3,"Y","No",18,3,4,80,0,15,2,3,13,9,3,12
"66",55,"No","Travel_Rarely",836,"Research & Development",8,3,"Medical",1,84,4,"Female",33,3,4,"Manager",3,"Divorced",59024,78920,2,"Y","Yes",14,3,3,80,3,21,2,3,5,0,0,2
"1136",46,"No","Travel_Rarely",563,"Sales",1,4,"Life Sciences",1,1602,4,"Male",56,4,4,"Manager",1,"Single",70268,12624,1,"Y","No",15,3,2,80,0,27,5,1,26,0,0,12
"740",27,"No","Travel_Rarely",1055,"Research & Development",2,4,"Life Sciences",1,1027,1,"Female",47,3,2,"Manufacturing Director",4,"Married",16908,18632,0,"Y","No",18,3,2,80,1,4,2,3,3,2,2,2
"1007",49,"Yes","Travel_Frequently",1475,"Research & Development",28,2,"Life Sciences",1,1420,1,"Male",97,2,2,"Laboratory Technician",1,"Single",17136,90840,3,"Y","No",20,4,1,80,0,20,2,3,4,3,1,3
"223",37,"No","Travel_Frequently",663,"Research & Development",11,3,"Other",1,306,2,"Male",47,3,3,"Research Director",4,"Divorced",48740,40224,1,"Y","Yes",14,3,3,80,3,10,1,3,10,8,0,7
"554",40,"No","Travel_Rarely",804,"Research & Development",2,1,"Medical",1,763,4,"Female",86,2,1,"Research Scientist",4,"Single",9368,91716,0,"Y","Yes",20,4,4,80,0,5,2,2,4,2,2,3
"728",18,"No","Non-Travel",287,"Research & Development",5,2,"Life Sciences",1,1012,2,"Male",73,3,1,"Research Scientist",4,"Single",4204,53972,1,"Y","No",15,3,4,80,0,0,2,3,0,0,0,0
"607",34,"No","Travel_Frequently",702,"Research & Development",16,4,"Life Sciences",1,838,3,"Female",100,2,1,"Research Scientist",4,"Single",10212,33224,1,"Y","No",16,3,3,80,0,6,3,3,5,2,1,3
"1191",32,"No","Travel_Rarely",977,"Research & Development",2,3,"Medical",1,1671,4,"Male",45,3,2,"Research Scientist",2,"Divorced",21880,102072,0,"Y","No",13,3,3,80,2,10,4,2,9,5,1,6
"75",36,"No","Travel_Rarely",132,"Research & Development",6,3,"Life Sciences",1,97,2,"Female",55,4,1,"Laboratory Technician",4,"Married",12152,88008,3,"Y","No",12,3,2,80,0,5,3,3,1,0,0,0
"471",24,"No","Travel_Frequently",535,"Sales",24,3,"Medical",1,632,4,"Male",38,3,1,"Sales Representative",4,"Married",9600,22120,0,"Y","No",13,3,3,80,2,3,3,3,2,2,2,1
"362",40,"No","Travel_Rarely",1171,"Research & Development",10,4,"Life Sciences",1,483,4,"Female",46,4,1,"Laboratory Technician",3,"Married",8852,89980,3,"Y","Yes",13,3,3,80,1,10,3,3,7,7,1,7
"101",37,"Yes","Travel_Rarely",807,"Human Resources",6,4,"Human Resources",1,133,3,"Male",63,3,1,"Human Resources",1,"Divorced",8292,94592,4,"Y","Yes",22,4,4,80,0,7,3,3,3,2,0,2
"1149",39,"No","Travel_Rarely",1387,"Research & Development",10,5,"Medical",1,1618,2,"Male",76,3,2,"Manufacturing Director",1,"Married",21508,15340,2,"Y","No",13,3,4,80,3,10,3,3,7,7,7,7
"890",27,"No","Travel_Rarely",1103,"Research & Development",14,3,"Life Sciences",1,1244,1,"Male",42,3,1,"Research Scientist",1,"Married",8940,57508,1,"Y","Yes",14,3,4,80,2,9,3,2,9,7,6,8
"1409",23,"No","Travel_Rarely",571,"Research & Development",12,2,"Other",1,1982,4,"Male",78,3,1,"Laboratory Technician",4,"Single",10588,54688,1,"Y","No",13,3,3,80,0,5,6,4,5,2,1,4
"235",33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",1,325,3,"Male",58,3,1,"Laboratory Technician",4,"Married",9744,88596,5,"Y","Yes",13,3,3,80,1,8,2,1,5,4,0,4
"158",58,"No","Travel_Rarely",1145,"Research & Development",9,3,"Medical",1,214,2,"Female",75,2,1,"Research Scientist",2,"Married",13384,47492,4,"Y","Yes",20,4,2,80,1,9,3,2,1,0,0,0
"521",48,"No","Travel_Rarely",817,"Sales",2,1,"Marketing",1,712,2,"Male",56,4,2,"Sales Executive",2,"Married",32480,74388,3,"Y","No",12,3,4,80,0,12,3,3,2,2,2,2
"1222",45,"No","Non-Travel",1238,"Research & Development",1,1,"Life Sciences",1,1712,3,"Male",74,2,3,"Healthcare Representative",3,"Married",42992,13580,3,"Y","No",23,4,4,80,1,25,3,2,23,15,14,4
"700",52,"No","Travel_Rarely",1053,"Research & Development",1,2,"Life Sciences",1,976,4,"Male",70,3,4,"Manager",4,"Married",68396,55316,2,"Y","No",15,3,2,80,1,26,2,2,9,8,7,8
"767",50,"No","Travel_Rarely",1464,"Research & Development",2,4,"Medical",1,1061,2,"Male",62,3,5,"Research Director",3,"Married",76948,51412,2,"Y","Yes",11,3,4,80,1,29,2,2,8,1,7,7
"522",27,"No","Travel_Frequently",1410,"Sales",3,1,"Medical",1,714,4,"Female",71,4,2,"Sales Executive",4,"Divorced",18588,66692,1,"Y","Yes",20,4,2,80,2,6,3,3,6,5,0,4
"398",25,"No","Travel_Rarely",891,"Sales",4,2,"Life Sciences",1,527,2,"Female",99,2,2,"Sales Executive",4,"Single",17948,48360,1,"Y","Yes",11,3,2,80,0,5,3,3,5,4,1,3
"192",27,"No","Travel_Rarely",894,"Research & Development",9,3,"Medical",1,260,4,"Female",99,3,1,"Research Scientist",2,"Single",9116,47124,1,"Y","No",16,3,4,80,0,7,2,2,7,7,0,3
"942",30,"No","Travel_Rarely",1138,"Research & Development",6,3,"Technical Degree",1,1311,1,"Female",48,2,2,"Laboratory Technician",4,"Married",18508,94524,0,"Y","No",12,3,1,80,1,10,6,3,9,2,6,7
"102",32,"No","Travel_Rarely",827,"Research & Development",1,1,"Life Sciences",1,134,4,"Male",71,3,1,"Research Scientist",1,"Single",11824,60712,1,"Y","No",13,3,4,80,0,1,2,3,1,0,0,0
"929",44,"Yes","Travel_Rarely",621,"Research & Development",15,3,"Medical",1,1295,1,"Female",73,3,3,"Healthcare Representative",4,"Married",31912,56300,1,"Y","No",11,3,4,80,1,10,2,3,10,7,0,5
"484",35,"No","Travel_Rarely",538,"Research & Development",25,2,"Other",1,652,1,"Male",54,2,2,"Laboratory Technician",4,"Single",14724,56016,4,"Y","No",14,3,4,80,0,9,3,3,3,2,0,2
"114",24,"No","Travel_Rarely",1127,"Research & Development",18,1,"Life Sciences",1,150,2,"Male",52,3,1,"Laboratory Technician",3,"Married",11096,53028,0,"Y","No",12,3,3,80,1,6,2,3,5,3,1,2
"1051",42,"No","Travel_Frequently",748,"Research & Development",9,2,"Medical",1,1480,1,"Female",74,3,1,"Laboratory Technician",4,"Single",14692,65832,1,"Y","No",13,3,3,80,0,12,3,3,12,9,5,8
"517",23,"No","Travel_Rarely",885,"Research & Development",4,3,"Medical",1,705,1,"Male",58,4,1,"Research Scientist",1,"Married",11276,34176,2,"Y","No",16,3,1,80,1,5,3,4,3,2,0,2
"851",32,"No","Non-Travel",862,"Sales",2,1,"Life Sciences",1,1190,3,"Female",76,3,1,"Sales Representative",1,"Divorced",11308,59788,1,"Y","No",12,3,3,80,3,1,3,3,1,0,0,0
"879",42,"No","Non-Travel",179,"Human Resources",2,5,"Medical",1,1231,4,"Male",79,4,2,"Human Resources",1,"Married",25088,51432,7,"Y","No",16,3,1,80,1,10,3,4,4,3,0,3
"30",46,"No","Travel_Rarely",705,"Sales",2,4,"Marketing",1,38,2,"Female",83,3,5,"Manager",1,"Single",75788,91288,3,"Y","No",12,3,4,80,0,22,2,2,2,2,2,1
"119",36,"No","Travel_Rarely",922,"Research & Development",3,2,"Life Sciences",1,155,1,"Female",39,3,1,"Laboratory Technician",4,"Divorced",11340,10244,5,"Y","No",22,4,1,80,1,7,2,3,1,0,0,0
"1294",43,"No","Non-Travel",343,"Research & Development",9,3,"Life Sciences",1,1813,1,"Male",52,3,1,"Research Scientist",3,"Single",9752,99912,4,"Y","No",13,3,3,80,0,7,2,2,3,2,1,2
"1098",24,"No","Travel_Rarely",350,"Research & Development",21,2,"Technical Degree",1,1551,3,"Male",57,2,1,"Laboratory Technician",1,"Divorced",9184,40144,0,"Y","No",14,3,2,80,3,2,3,3,1,1,0,0
"1388",29,"No","Travel_Rarely",136,"Research & Development",1,3,"Life Sciences",1,1954,1,"Male",89,3,2,"Healthcare Representative",1,"Married",21492,24900,0,"Y","No",12,3,1,80,1,6,5,2,5,3,0,2
"1385",34,"No","Travel_Rarely",937,"Sales",1,3,"Marketing",1,1950,1,"Male",32,3,3,"Sales Executive",4,"Single",39552,27080,1,"Y","No",21,4,1,80,0,14,3,2,14,8,2,1
"1240",31,"No","Travel_Frequently",163,"Research & Development",24,1,"Technical Degree",1,1736,4,"Female",30,3,2,"Manufacturing Director",4,"Single",20952,26680,2,"Y","No",20,4,4,80,0,9,3,2,5,4,1,4
"85",34,"No","Travel_Rarely",1153,"Research & Development",1,2,"Medical",1,110,1,"Male",94,3,2,"Manufacturing Director",2,"Married",17300,70944,1,"Y","No",15,3,3,80,0,5,2,3,5,2,1,3
